Key,Item Type,Publication Year,Author,Title,Url,Company,Model,Desired behaviour,Type of desired behaviour,Definition of desired behaviour,Source of definition,Type of source of definition,Training method for desired behaviour,Actors involved in training,Type of actor involved in training,Benchmark,Benchmark author,Benchmark author type,External evaluator,Type of external evaluator,Page
Q5RNPIQ6,preprint,2025,"DeepSeek-AI; Liu, Aixin; Mei, Aoxue; Lin, Bangcai; Xue, Bing; Wang, Bingxuan; Xu, Bingzheng; Wu, Bochao; Zhang, Bowei; Lin, Chaofan; Dong, Chen; Lu, Chengda; Zhao, Chenggang; Deng, Chengqi; Xu, Chenhao; Ruan, Chong; Dai, Damai; Guo, Daya; Yang, Dejian; Chen, Deli; Li, Erhang; Zhou, Fangqi; Lin, Fangyun; Dai, Fucong; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Xu, Hanwei; Li, Hao; Liang, Haofen; Wei, Haoran; Zhang, Haowei; Luo, Haowen; Ji, Haozhe; Ding, Honghui; Tang, Hongxuan; Cao, Huanqi; Gao, Huazuo; Qu, Hui; Zeng, Hui; Huang, Jialiang; Li, Jiashi; Xu, Jiaxin; Hu, Jiewen; Chen, Jingchang; Xiang, Jingting; Yuan, Jingyang; Cheng, Jingyuan; Zhu, Jinhua; Ran, Jun; Jiang, Junguang; Qiu, Junjie; Li, Junlong; Song, Junxiao; Dong, Kai; Gao, Kaige; Guan, Kang; Huang, Kexin; Zhou, Kexing; Huang, Kezhao; Yu, Kuai; Wang, Lean; Zhang, Lecong; Wang, Lei; Zhao, Liang; Yin, Liangsheng; Guo, Lihua; Luo, Lingxiao; Ma, Linwang; Wang, Litong; Zhang, Liyue; Di, M. S.; Xu, M. Y.; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Zhou, Mingxu; Huang, Panpan; Cong, Peixin; Wang, Peiyi; Wang, Qiancheng; Zhu, Qihao; Li, Qingyang; Chen, Qinyu; Du, Qiushi; Xu, Ruiling; Ge, Ruiqi; Zhang, Ruisong; Pan, Ruizhe; Wang, Runji; Yin, Runqiu; Xu, Runxin; Shen, Ruomeng; Zhang, Ruoyu; Liu, S. H.; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Cai, Shaofei; Chen, Shaoyuan; Hu, Shengding; Liu, Shengyu; Hu, Shiqiang; Ma, Shirong; Wang, Shiyu; Yu, Shuiping; Zhou, Shunfeng; Pan, Shuting; Zhou, Songyang; Ni, Tao; Yun, Tao; Pei, Tian; Ye, Tian; Yue, Tianyuan; Zeng, Wangding; Liu, Wen; Liang, Wenfeng; Pang, Wenjie; Luo, Wenjing; Gao, Wenjun; Zhang, Wentao; Gao, Xi; Wang, Xiangwen; Bi, Xiao; Liu, Xiaodong; Wang, Xiaohan; Chen, Xiaokang; Zhang, Xiaokang; Nie, Xiaotao; Cheng, Xin; Liu, Xin; Xie, Xin; Liu, Xingchao; Yu, Xingkai; Li, Xingyou; Yang, Xinyu; Li, Xinyuan; Chen, Xu; Su, Xuecheng; Pan, Xuehai; Lin, Xuheng; Fu, Xuwei; Wang, Y. Q.; Zhang, Yang; Xu, Yanhong; Ma, Yanru; Li, Yao; Li, Yao; Zhao, Yao; Sun, Yaofeng; Wang, Yaohui; Qian, Yi; Yu, Yi; Zhang, Yichao; Ding, Yifan; Shi, Yifan; Xiong, Yiliang; He, Ying; Zhou, Ying; Zhong, Yinmin; Piao, Yishi; Wang, Yisong; Chen, Yixiao; Tan, Yixuan; Wei, Yixuan; Ma, Yiyang; Liu, Yiyuan; Yang, Yonglun; Guo, Yongqiang; Wu, Yongtong; Wu, Yu; Cheng, Yuan; Ou, Yuan; Xu, Yuanfan; Wang, Yuduan; Gong, Yue; Wu, Yuhan; Zou, Yuheng; Li, Yukun; Xiong, Yunfan; Luo, Yuxiang; You, Yuxiang; Liu, Yuxuan; Zhou, Yuyang; Wu, Z. F.; Ren, Z. Z.; Zhao, Zehua; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Xu, Zhean; Xie, Zhenda; Zhang, Zhengyan; Hao, Zhewen; Gou, Zhibin; Ma, Zhicheng; Yan, Zhigang; Shao, Zhihong; Huang, Zhixian; Wu, Zhiyu; Li, Zhuoshu; Zhang, Zhuping; Xu, Zian; Wang, Zihao; Gu, Zihui; Zhu, Zijia; Li, Zilin; Zhang, Zipeng; Xie, Ziwei; Gao, Ziyi; Pan, Zizheng; Yao, Zongqing; Feng, Bei; Li, Hui; Cai, J. L.; Ni, Jiaqi; Xu, Lei; Li, Meng; Tian, Ning; Chen, R. J.; Jin, R. L.; Li, S. S.; Zhou, Shuang; Sun, Tianyu; Li, X. Q.; Jin, Xiangyue; Shen, Xiaojin; Chen, Xiaosha; Song, Xinnan; Zhou, Xinyi; Zhu, Y. X.; Huang, Yanping; Li, Yaohui; Zheng, Yi; Zhu, Yuchen; Ma, Yunxian; Huang, Zhen; Xu, Zhipeng; Zhang, Zhongyu; Ji, Dongjie; Liang, Jian; Guo, Jianzhong; Chen, Jin; Xia, Leyi; Wang, Miaojun; Li, Mingming; Zhang, Peng; Chen, Ruyi; Sun, Shangmian; Wu, Shaoqing; Ye, Shengfeng; Wang, T.; Xiao, W. L.; An, Wei; Wang, Xianzu; Sun, Xiaowen; Wang, Xiaoxiang; Tang, Ying; Zha, Yukun; Zhang, Zekai; Ju, Zhe; Zhang, Zhen; Qu, Zihua",DeepSeek-V3.2: Pushing the Frontier of Open Large Language Models,http://arxiv.org/abs/2512.02556,DeepSeek-AI,DeepSeek-V3.2,Reasoning,Reasoning,"Proficiency across verifiable fields such as mathematics, programming, and general logical reasoning.",,,"Mixed RL Training using GRPO with rule-based outcome reward, length penalty, and language consistency reward",,,GPQA Diamond,Rein et al.,academic,,,"12, 13"
XHFZZDH9,webpage,,Google,Gemma 4 model card | Google AI for Developers,https://ai.google.dev/gemma/docs/core/model_card_4,Google DeepMind,Gemma 4,Reasoning,Reasoning,All models in the family are designed as highly capable reasoners,,,instruction-tuned,Google DeepMind,internal,GPQA Diamond,Rein et al.,academic,,,
PHYRYVJT,document,2025,Google,2.5 Flash and native  capabilities –audio & image model card,,Google,Gemini 2.5 Flash,Scientific knowledge,Knowledge,,,,,,,GPQA Diamond,Rein et al.,academic,,,5
FHTLRAWN,document,2025,Google,Gemini 3 Flash model card,,Google,Gemini 3 Flash,Scientific knowledge,Knowledge,,,,,,,GPQA Diamond,Rein et al.,academic,,,4
99337X5A,document,2025,Google,Gemini-3-Pro-Model-Card,,Google,Gemini 3 Pro,Scientific knowledge,Knowledge,,,,,,,GPQA Diamond,Rein et al.,academic,,,5
T8QMJ4FU,document,2024,Anthropic,"The Claude 3 model family: Opus, Sonnet, Haiku",,Anthropic,Claude 3 Family,Reasoning,Reasoning,"Ability to draw logical conclusions and apply knowledge to real-world scenarios, requiring mathematical, scientific, and commonsense reasoning.",,,,,,"GPQA, MMLU, ARC-Challenge, HellaSwag, WinoGrande, DROP",Various academics and institutions,academic,,,"5, 6, 44, 56"
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,GSM8K,"Cobbe et al., 2021",academic,,,
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,DeepSeek-AI,DeepSeek-Coder-V2,Mathematical reasoning,Reasoning,strong mathematical reasoning abilities,,,Supervised Fine-Tuning and Reinforcement Learning using Group Relative Policy Optimization (GRPO),ground-truth labels,automated systems,GSM8K,"Cobbe et al., 2021",academic,,,"3, 13"
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,DeepSeek-AI,DeepSeek LLM,Helpfulness and Harmlessness,Harmlessness,"Answering as helpfully as possible while being safe; responses should not include any harmful, unethical, racist, sexist, toxic, dangerous, or illegal content, and must be socially unbiased and positive in nature.",DeepSeek Chat System prompt,internal,Supervised Fine-Tuning (SFT) and Direct Preference Optimization (DPO),DeepSeek alignment team,internal,GSM8K,"Cobbe et al., 2021",academic,,,13
GXPBCGLT,preprint,2023,"Jiang, Albert Q.; Sablayrolles, Alexandre; Mensch, Arthur; Bamford, Chris; Chaplot, Devendra Singh; Casas, Diego de las; Bressand, Florian; Lengyel, Gianna; Lample, Guillaume; Saulnier, Lucile; Lavaud, Lélio Renard; Lachaux, Marie-Anne; Stock, Pierre; Scao, Teven Le; Lavril, Thibaut; Wang, Thomas; Lacroix, Timothée; Sayed, William El",Mistral 7B,http://arxiv.org/abs/2310.06825,Mistral AI,Mistral 7B,Mathematical reasoning,Knowledge,,,,Pre-training,Mistral AI,internal,GSM8K,"Cobbe et al., 2021",academic,,,3
EX5MJA8V,preprint,2024,"DeepSeek-AI; Liu, Aixin; Feng, Bei; Wang, Bin; Wang, Bingxuan; Liu, Bo; Zhao, Chenggang; Dengr, Chengqi; Ruan, Chong; Dai, Damai; Guo, Daya; Yang, Dejian; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Xu, Hanwei; Yang, Hao; Zhang, Haowei; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Li, Hui; Qu, Hui; Cai, J. L.; Liang, Jian; Guo, Jianzhong; Ni, Jiaqi; Li, Jiashi; Chen, Jin; Yuan, Jingyang; Qiu, Junjie; Song, Junxiao; Dong, Kai; Gao, Kaige; Guan, Kang; Wang, Lean; Zhang, Lecong; Xu, Lei; Xia, Leyi; Zhao, Liang; Zhang, Liyue; Li, Meng; Wang, Miaojun; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Mingming; Tian, Ning; Huang, Panpan; Wang, Peiyi; Zhang, Peng; Zhu, Qihao; Chen, Qinyu; Du, Qiushi; Chen, R. J.; Jin, R. L.; Ge, Ruiqi; Pan, Ruizhe; Xu, Runxin; Chen, Ruyi; Li, S. S.; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Wu, Shaoqing; Ye, Shengfeng; Ma, Shirong; Wang, Shiyu; Zhou, Shuang; Yu, Shuiping; Zhou, Shunfeng; Zheng, Size; Wang, T.; Pei, Tian; Yuan, Tian; Sun, Tianyu; Xiao, W. L.; Zeng, Wangding; An, Wei; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Zhang, Wentao; Li, X. Q.; Jin, Xiangyue; Wang, Xianzu; Bi, Xiao; Liu, Xiaodong; Wang, Xiaohan; Shen, Xiaojin; Chen, Xiaokang; Chen, Xiaosha; Nie, Xiaotao; Sun, Xiaowen; Wang, Xiaoxiang; Liu, Xin; Xie, Xin; Yu, Xingkai; Song, Xinnan; Zhou, Xinyi; Yang, Xinyu; Lu, Xuan; Su, Xuecheng; Wu, Y.; Li, Y. K.; Wei, Y. X.; Zhu, Y. X.; Xu, Yanhong; Huang, Yanping; Li, Yao; Zhao, Yao; Sun, Yaofeng; Li, Yaohui; Wang, Yaohui; Zheng, Yi; Zhang, Yichao; Xiong, Yiliang; Zhao, Yilong; He, Ying; Tang, Ying; Piao, Yishi; Dong, Yixin; Tan, Yixuan; Liu, Yiyuan; Wang, Yongji; Guo, Yongqiang; Zhu, Yuchen; Wang, Yuduan; Zou, Yuheng; Zha, Yukun; Ma, Yunxian; Yan, Yuting; You, Yuxiang; Liu, Yuxuan; Ren, Z. Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Huang, Zhen; Zhang, Zhen; Xie, Zhenda; Hao, Zhewen; Shao, Zhihong; Wen, Zhiniu; Xu, Zhipeng; Zhang, Zhongyu; Li, Zhuoshu; Wang, Zihan; Gu, Zihui; Li, Zilin; Xie, Ziwei","DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",http://arxiv.org/abs/2405.04434,DeepSeek-AI,DeepSeek-V2,Reasoning,Reasoning,,,,Reinforcement Learning (RL) using a reward model (RM_reasoning) trained for code and math reasoning tasks,DeepSeek-AI,internal,GSM8K,"Cobbe et al., 2021",academic,,,"14, 18"
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,Mathematical reasoning,Reasoning,"Ability to learn logical reasoning, symbolic representation, and to address mathematical queries.",,,Pre-training on mathematical text,Internal teams,internal,GSM8K,"Cobbe et al., 2021",academic,,,
VYJXF52G,preprint,2025,"OpenAI; El-Kishky, Ahmed; Wei, Alexander; Saraiva, Andre; Minaiev, Borys; Selsam, Daniel; Dohan, David; Song, Francis; Lightman, Hunter; Clavera, Ignasi; Pachocki, Jakub; Tworek, Jerry; Kuhn, Lorenz; Kaiser, Lukasz; Chen, Mark; Schwarzer, Max; Rohaninejad, Mostafa; McAleese, Nat; contributors, o3; Mürk, Oleg; Garg, Rhythm; Shu, Rui; Sidor, Szymon; Kosaraju, Vineet; Zhou, Wenda",Competitive Programming with Large Reasoning Models,http://arxiv.org/abs/2502.06807,OpenAI,"o1, o1-ioi, o3",Advanced computational thinking,Reasoning,Solving complex algorithmic problems demands advanced computational thinking and problem solving skills.,,,"Reinforcement learning applied to large language models to ""reason"" and ""think through"" extended chains of thought; RL fine-tuning emphasizing challenging programming problems.",OpenAI,internal,HackerRank Astra dataset,HackerRank,private,,,8
D7Z5UE2D,preprint,2025,"OpenAI; Agarwal, Sandhini; Ahmad, Lama; Ai, Jason; Altman, Sam; Applebaum, Andy; Arbus, Edwin; Arora, Rahul K.; Bai, Yu; Baker, Bowen; Bao, Haiming; Barak, Boaz; Bennett, Ally; Bertao, Tyler; Brett, Nivedita; Brevdo, Eugene; Brockman, Greg; Bubeck, Sebastien; Chang, Che; Chen, Kai; Chen, Mark; Cheung, Enoch; Clark, Aidan; Cook, Dan; Dukhan, Marat; Dvorak, Casey; Fives, Kevin; Fomenko, Vlad; Garipov, Timur; Georgiev, Kristian; Glaese, Mia; Gogineni, Tarun; Goucher, Adam; Gross, Lukas; Guzman, Katia Gil; Hallman, John; Hehir, Jackie; Heidecke, Johannes; Helyar, Alec; Hu, Haitang; Huet, Romain; Huh, Jacob; Jain, Saachi; Johnson, Zach; Koch, Chris; Kofman, Irina; Kundel, Dominik; Kwon, Jason; Kyrylov, Volodymyr; Le, Elaine Ya; Leclerc, Guillaume; Lennon, James Park; Lessans, Scott; Lezcano-Casado, Mario; Li, Yuanzhi; Li, Zhuohan; Lin, Ji; Liss, Jordan; Lily; Liu; Liu, Jiancheng; Lu, Kevin; Lu, Chris; Martinovic, Zoran; McCallum, Lindsay; McGrath, Josh; McKinney, Scott; McLaughlin, Aidan; Mei, Song; Mostovoy, Steve; Mu, Tong; Myles, Gideon; Neitz, Alexander; Nichol, Alex; Pachocki, Jakub; Paino, Alex; Palmie, Dana; Pantuliano, Ashley; Parascandolo, Giambattista; Park, Jongsoo; Pathak, Leher; Paz, Carolina; Peran, Ludovic; Pimenov, Dmitry; Pokrass, Michelle; Proehl, Elizabeth; Qiu, Huida; Raila, Gaby; Raso, Filippo; Ren, Hongyu; Richardson, Kimmy; Robinson, David; Rotsted, Bob; Salman, Hadi; Sanjeev, Suvansh; Schwarzer, Max; Sculley, D.; Sikchi, Harshit; Simon, Kendal; Singhal, Karan; Song, Yang; Stuckey, Dane; Sun, Zhiqing; Tillet, Philippe; Toizer, Sam; Tsimpourlas, Foivos; Vyas, Nikhil; Wallace, Eric; Wang, Xin; Wang, Miles; Watkins, Olivia; Weil, Kevin; Wendling, Amy; Whinnery, Kevin; Whitney, Cedric; Wong, Hannah; Yang, Lin; Yang, Yu; Yasunaga, Michihiro; Ying, Kristen; Zaremba, Wojciech; Zhan, Wenting; Zhang, Cyril; Zhang, Brian; Zhang, Eddie; Zhao, Shengjia",gpt-oss-120b & gpt-oss-20b Model Card,http://arxiv.org/abs/2508.10925,OpenAI,gpt-oss-120b & gpt-oss-20b,Health performance,Domain knowledge,"Performance and safety in health-related settings, such as realistic health conversations with individuals and health professionals.",,,Pre-training and CoT RL techniques,OpenAI,internal,HealthBench,Arora et al.,academic,,,8-11
UQB78Y8K,document,2025,Google,Gemini 1 report,,Google,Gemini API models,Hedging,,"If prompted with an input that is ""unanswerable"", Gemini API models must acknowledge that it cannot provide a response by hedging to avoid hallucination.","Hu et al., 2023",academic,Supervised fine-tuning (SFT) and reinforcement learning from human feedback (RLHF),human annotators,internal,Hedging set task,Google,internal,,,11-12
HNBKGPN7,preprint,2025,"Martins, Pedro Henrique; Alves, João; Fernandes, Patrick; Guerreiro, Nuno M.; Rei, Ricardo; Farajian, Amin; Klimaszewski, Mateusz; Alves, Duarte M.; Pombal, José; Boizard, Nicolas; Faysse, Manuel; Colombo, Pierre; Yvon, François; Haddow, Barry; Souza, José G. C. de; Birch, Alexandra; Martins, André F. T.",EuroLLM-9B: Technical Report,http://arxiv.org/abs/2506.04079,"EuroLLM Project (Unbabel, et al.)",EuroLLM-9B,Commonsense reasoning,Reasoning,"requires the understanding not just of the words in the sentence, but also of the underlying meaning and context","Hellaswag (Zellers et al., 2019)",academic,Self-supervised pre-training,Internal developers,internal,Hellaswag,Zellers et al. (2019),academic,,,9
GXPBCGLT,preprint,2023,"Jiang, Albert Q.; Sablayrolles, Alexandre; Mensch, Arthur; Bamford, Chris; Chaplot, Devendra Singh; Casas, Diego de las; Bressand, Florian; Lengyel, Gianna; Lample, Guillaume; Saulnier, Lucile; Lavaud, Lélio Renard; Lachaux, Marie-Anne; Stock, Pierre; Scao, Teven Le; Lavril, Thibaut; Wang, Thomas; Lacroix, Timothée; Sayed, William El",Mistral 7B,http://arxiv.org/abs/2310.06825,Mistral AI,Mistral 7B,Commonsense reasoning,Reasoning,,,,Pre-training,Mistral AI,internal,Hellaswag,Zellers et al. (2019),academic,,,3
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,"Question answering, summarization, and reasoning",General,"Ability to generate English-language text in response to the input, such as an answer to a question, or a summary of a document.",,,Pre-training and instruction tuning,Internal teams,internal,HellaSwag,Zellers et al. (2019),academic,,,
JJDZFSBE,document,2025,Google,Gemini 2.0 Flash - Model Card,,Google,Gemini 2.0 Flash,Mathematical reasoning,Reasoning,"Competition-level math problems, held out dataset AIME/AMC-like, crafted by experts and not leaked on the web",,,supervised fine-tuning; reinforcement learning from human and critic feedback,,,HiddenMath,,,,,"4, 7"
D7Z5UE2D,preprint,2025,"OpenAI; Agarwal, Sandhini; Ahmad, Lama; Ai, Jason; Altman, Sam; Applebaum, Andy; Arbus, Edwin; Arora, Rahul K.; Bai, Yu; Baker, Bowen; Bao, Haiming; Barak, Boaz; Bennett, Ally; Bertao, Tyler; Brett, Nivedita; Brevdo, Eugene; Brockman, Greg; Bubeck, Sebastien; Chang, Che; Chen, Kai; Chen, Mark; Cheung, Enoch; Clark, Aidan; Cook, Dan; Dukhan, Marat; Dvorak, Casey; Fives, Kevin; Fomenko, Vlad; Garipov, Timur; Georgiev, Kristian; Glaese, Mia; Gogineni, Tarun; Goucher, Adam; Gross, Lukas; Guzman, Katia Gil; Hallman, John; Hehir, Jackie; Heidecke, Johannes; Helyar, Alec; Hu, Haitang; Huet, Romain; Huh, Jacob; Jain, Saachi; Johnson, Zach; Koch, Chris; Kofman, Irina; Kundel, Dominik; Kwon, Jason; Kyrylov, Volodymyr; Le, Elaine Ya; Leclerc, Guillaume; Lennon, James Park; Lessans, Scott; Lezcano-Casado, Mario; Li, Yuanzhi; Li, Zhuohan; Lin, Ji; Liss, Jordan; Lily; Liu; Liu, Jiancheng; Lu, Kevin; Lu, Chris; Martinovic, Zoran; McCallum, Lindsay; McGrath, Josh; McKinney, Scott; McLaughlin, Aidan; Mei, Song; Mostovoy, Steve; Mu, Tong; Myles, Gideon; Neitz, Alexander; Nichol, Alex; Pachocki, Jakub; Paino, Alex; Palmie, Dana; Pantuliano, Ashley; Parascandolo, Giambattista; Park, Jongsoo; Pathak, Leher; Paz, Carolina; Peran, Ludovic; Pimenov, Dmitry; Pokrass, Michelle; Proehl, Elizabeth; Qiu, Huida; Raila, Gaby; Raso, Filippo; Ren, Hongyu; Richardson, Kimmy; Robinson, David; Rotsted, Bob; Salman, Hadi; Sanjeev, Suvansh; Schwarzer, Max; Sculley, D.; Sikchi, Harshit; Simon, Kendal; Singhal, Karan; Song, Yang; Stuckey, Dane; Sun, Zhiqing; Tillet, Philippe; Toizer, Sam; Tsimpourlas, Foivos; Vyas, Nikhil; Wallace, Eric; Wang, Xin; Wang, Miles; Watkins, Olivia; Weil, Kevin; Wendling, Amy; Whinnery, Kevin; Whitney, Cedric; Wong, Hannah; Yang, Lin; Yang, Yu; Yasunaga, Michihiro; Ying, Kristen; Zaremba, Wojciech; Zhan, Wenting; Zhang, Cyril; Zhang, Brian; Zhang, Eddie; Zhao, Shengjia",gpt-oss-120b & gpt-oss-20b Model Card,http://arxiv.org/abs/2508.10925,OpenAI,gpt-oss-120b & gpt-oss-20b,Reasoning,Reasoning,Strong at math and knowledge-related reasoning tasks.,,,CoT RL techniques (similar to OpenAI o3) and variable effort reasoning training,OpenAI,internal,HLE,Phan et al.,academic,,,9-11
XHFZZDH9,webpage,,Google,Gemma 4 model card | Google AI for Developers,https://ai.google.dev/gemma/docs/core/model_card_4,Google DeepMind,Gemma 4,Reasoning,Reasoning,All models in the family are designed as highly capable reasoners,,,instruction-tuned,Google DeepMind,internal,HLE,Phan et al.,academic,,,
XHFZZDH9,webpage,,Google,Gemma 4 model card | Google AI for Developers,https://ai.google.dev/gemma/docs/core/model_card_4,Google DeepMind,Gemma 4,Reasoning,Reasoning,All models in the family are designed as highly capable reasoners,,,instruction-tuned,Google DeepMind,internal,HLE,Phan et al.,academic,,,
SPHVWNI7,document,2025,Google,Gemini 3 Pro Image,,Google,Gemini 3 Pro Image,Instruction following,Compliance,Using Gemini’s real-world knowledge to deliver precise results... creation and editing of images with professional levels of precision and control,,,conditional pre-training; supervised fine-tuning; reinforcement learning from human and critic feedback,,,Human evaluations (Capabilities / Benchmarks),Google,internal,,,"4, 5, 7"
FPFBD8PV,document,2026,Anthropic,Claude Sonnet 4.5 System Card,https://www-cdn.anthropic.com/963373e433e489a87a10c823c52a0a013e9172dd.pdf,Anthropic,Claude Sonnet 4.5,"Helpful, honest, and harmless",Helpfulness,"make it a helpful, honest, and harmless assistant","Askell, A., et al. (2021). A general language assistant as a laboratory for alignment.",academic,reinforcement learning from human feedback and from AI feedback,"Crowd workers, Anthropic",crowd workers,Human feedback evaluation,Anthropic,internal,,,"7-8, 20"
VCPR3CVN,document,,Anthropic,Model Card and Evaluations for Claude Models,,Anthropic,Claude 2,Honesty,Factuality,,,,Human feedback and other interventions for honesty,"Anthropic, crowdworkers",internal,Human Feedback Evaluations (Chatbot Arena style Elo scores),Anthropic,internal,,,3
GMPNNKLY,document,,Anthropic,Claude 3.5 Sonnet Model Card Addendum,,Anthropic,Claude 3.5 Sonnet,Harmlessness,,"The model's ability to differentiate between harmful and benign requests, avoiding unnecessary refusals with harmless prompts while maintaining appropriate caution with harmful content.",,,"Helpful, Honest, and Harmless (HHH) training",Anthropic,internal,Human Feedback Evaluations (Harmlessness),Anthropic,internal,,,"3, 5"
GMPNNKLY,document,,Anthropic,Claude 3.5 Sonnet Model Card Addendum,,Anthropic,Claude 3.5 Sonnet,Helpfulness,Helpfulness,,,,"Helpful, Honest, and Harmless (HHH) training",Anthropic,internal,Human Feedback Evaluations (Instruction-Following),Anthropic,internal,,,5
